,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
25,89.0,83.0,77.0,71.0,66.0,61.0,58.0,55.0,59.0,60.0,58.0,63.0,70.0,76.0,82.0,87.0,91.0,94.0,97.0,100.0,101.0,102.0,89.33946,82.446434,76.2152,70.45524,65.98778,62.654118,58.91799,57.03141,55.641724,62.139343,59.033905,62.03917,70.49209,76.2918,82.167915,87.193184,91.201805,93.709724,95.78034,100.66957,102.49644,101.20164
26,94.0,87.0,80.0,72.0,66.0,62.0,59.0,58.0,60.0,61.0,59.0,64.0,72.0,80.0,87.0,92.0,97.0,100.0,103.0,105.0,106.0,105.0,95.19865,86.817184,78.96198,71.33484,66.46412,62.667633,59.6309,58.209286,59.702995,61.5319,60.161976,62.79373,71.701645,78.68546,86.61443,92.4934,97.1516,100.08558,103.03829,104.63756,105.106445,104.82552
27,96.0,89.0,81.0,74.0,69.0,64.0,61.0,60.0,62.0,62.0,60.0,64.0,72.0,80.0,87.0,94.0,98.0,100.0,101.0,97.0,89.0,90.0,96.85526,88.81153,80.75722,73.23476,68.07221,65.38959,61.94127,60.55223,61.51582,62.9982,61.576363,65.05378,71.92022,80.33102,87.71437,92.66163,98.03814,101.07781,101.15035,100.535194,89.28483,83.69166
28,97.0,91.0,81.0,73.0,68.0,65.0,63.0,62.0,63.0,63.0,62.0,67.0,74.0,81.0,88.0,92.0,94.0,93.0,96.0,100.0,102.0,103.0,96.80978,89.804054,84.18949,74.11375,68.217186,64.674484,62.856438,62.94201,64.07274,63.881405,62.46756,66.12209,74.01039,80.41141,87.42127,93.25295,96.09698,97.04598,93.94308,97.77906,104.16042,101.59458
29,73.0,67.0,60.0,55.0,52.0,49.0,47.0,48.0,52.0,56.0,55.0,56.0,64.0,70.0,76.0,81.0,84.0,87.0,91.0,95.0,97.0,98.0,75.06722,71.09217,63.90387,55.062325,51.400852,49.47519,47.686623,47.46901,51.769142,55.664898,56.103138,57.386047,61.52893,69.16588,75.05103,80.409676,83.66645,85.195,88.637596,94.840996,97.42464,96.930626
30,97.0,89.0,81.0,72.0,67.0,63.0,61.0,60.0,62.0,64.0,61.0,63.0,71.0,78.0,84.0,90.0,94.0,97.0,100.0,104.0,105.0,104.0,97.79023,88.65695,79.80596,72.33208,67.55491,63.80477,60.78677,60.96435,62.987633,63.38662,62.692833,62.95762,68.935814,77.96041,84.62788,88.869644,93.75671,97.33396,99.970825,102.324486,104.806206,104.01394
31,95.0,86.0,79.0,71.0,66.0,62.0,59.0,59.0,61.0,62.0,60.0,63.0,72.0,78.0,82.0,89.0,93.0,86.0,82.0,89.0,95.0,96.0,95.9891,86.82859,76.13463,70.0661,65.79084,62.916977,59.924114,58.845818,62.155064,61.993896,61.60395,63.425564,70.27058,79.85761,84.2349,87.30932,93.17635,95.603905,84.796684,87.944374,94.16922,94.94484
32,86.0,80.0,69.0,63.0,60.0,57.0,55.0,55.0,60.0,63.0,61.0,60.0,63.0,67.0,73.0,75.0,78.0,80.0,83.0,86.0,86.0,87.0,84.97732,80.30077,73.94804,66.210526,58.540894,57.064613,55.41559,55.60137,58.32003,62.47796,60.410957,60.620586,63.569366,66.681885,70.39743,76.728615,77.36829,80.39202,82.15875,86.81245,89.147896,87.400475
33,82.0,77.0,70.0,63.0,56.0,53.0,49.0,47.0,48.0,52.0,53.0,54.0,59.0,65.0,71.0,75.0,78.0,81.0,82.0,84.0,85.0,87.0,80.16793,76.49294,68.360886,63.135895,57.93538,52.894333,50.161827,47.7631,47.42383,49.98456,52.943672,54.83203,58.48419,64.33693,70.401436,76.069916,78.309685,79.918304,82.47227,82.888115,85.379906,86.5438
34,85.0,78.0,68.0,61.0,56.0,52.0,49.0,47.0,48.0,51.0,54.0,53.0,58.0,64.0,69.0,74.0,78.0,80.0,83.0,85.0,85.0,87.0,84.16207,78.59885,69.731705,61.113605,55.906143,52.412964,49.656387,48.445396,48.242702,50.39949,51.756798,54.779404,56.515938,63.93022,68.98109,74.260506,78.64797,81.30468,81.43366,84.24574,85.05404,84.48442
35,78.0,74.0,70.0,63.0,56.0,52.0,48.0,46.0,45.0,49.0,52.0,51.0,56.0,62.0,65.0,71.0,75.0,72.0,80.0,82.0,82.0,83.0,75.46183,71.90385,66.66366,65.26864,56.82122,51.89569,48.50982,45.71752,44.884636,44.75606,50.289566,52.935036,54.11806,63.116016,67.17968,67.94082,75.32882,77.99239,71.433395,85.19482,83.207756,81.28833
36,61.0,57.0,53.0,49.0,44.0,41.0,39.0,38.0,39.0,40.0,42.0,43.0,48.0,55.0,61.0,66.0,68.0,70.0,72.0,72.0,72.0,71.0,60.5664,58.410683,52.151665,47.873894,44.644173,40.957382,38.820328,37.696106,38.015236,40.791656,41.008358,44.173294,48.848164,53.65197,59.361557,64.78079,69.046646,69.35139,70.571106,72.02626,70.79693,71.766075
37,79.0,75.0,70.0,62.0,56.0,52.0,49.0,47.0,48.0,51.0,54.0,53.0,55.0,63.0,68.0,73.0,77.0,81.0,83.0,85.0,85.0,87.0,77.31574,74.022484,67.96176,64.83373,56.799572,52.351124,49.0581,47.369072,47.11338,50.119965,52.333992,55.689842,57.46691,61.124874,68.81185,72.479965,77.61947,80.15489,84.37446,84.39108,85.63558,82.78725
38,84.0,78.0,69.0,61.0,54.0,49.0,46.0,44.0,45.0,49.0,52.0,51.0,52.0,58.0,63.0,66.0,71.0,62.0,61.0,62.0,64.0,69.0,83.41309,76.82588,68.48319,61.270424,55.1717,49.928646,46.21817,44.70771,44.713364,48.468353,52.05021,52.199253,54.896965,58.15458,64.3015,68.40555,69.47077,75.28982,66.19776,65.45617,64.081085,66.93031
39,73.0,69.0,63.0,56.0,50.0,46.0,44.0,42.0,43.0,46.0,49.0,47.0,47.0,48.0,50.0,52.0,53.0,54.0,55.0,56.0,59.0,63.0,72.49085,68.261154,63.25852,57.28096,50.06409,45.687973,42.583958,42.0267,42.224174,46.02353,48.464203,47.156815,46.931496,49.7063,49.722748,52.103214,52.80517,53.011765,54.48068,56.013783,57.647007,61.596733
40,67.0,64.0,61.0,55.0,51.0,46.0,43.0,42.0,41.0,43.0,44.0,45.0,48.0,56.0,63.0,67.0,71.0,75.0,77.0,78.0,78.0,78.0,66.74658,63.9349,59.89288,56.353325,49.801754,47.220078,43.706966,41.415848,41.38893,41.187256,43.942924,45.593803,50.472755,52.928375,61.41429,66.992195,70.04917,73.25742,76.653824,77.347,77.359825,76.94994
41,60.0,56.0,51.0,47.0,42.0,37.0,35.0,32.0,32.0,32.0,33.0,33.0,37.0,42.0,46.0,49.0,52.0,56.0,58.0,59.0,59.0,60.0,59.877777,55.951042,50.84159,44.21358,40.933624,37.362106,34.580074,33.11566,32.19028,33.237595,33.227623,35.05157,37.818077,42.44313,45.9878,49.38341,51.950035,54.457603,58.210915,59.130215,59.274166,58.850983
42,58.0,52.0,45.0,39.0,34.0,32.0,31.0,30.0,32.0,38.0,42.0,43.0,41.0,41.0,43.0,43.0,44.0,45.0,46.0,48.0,51.0,54.0,58.273617,53.176567,45.068657,38.49524,34.372902,31.547464,30.959372,31.674875,32.081722,36.12422,42.378223,41.25052,42.70152,42.082985,42.300762,43.94868,43.95404,45.116432,46.000294,47.974056,51.091583,54.617706
43,69.0,64.0,59.0,53.0,47.0,44.0,42.0,41.0,42.0,46.0,50.0,49.0,50.0,53.0,57.0,60.0,63.0,63.0,62.0,62.0,64.0,68.0,68.2909,63.847435,58.283848,52.81936,47.007877,42.509003,40.5976,40.180233,41.422302,45.604713,50.7981,48.499775,49.3224,53.46997,56.474396,59.97349,62.364433,64.81625,63.310295,61.607216,62.408905,64.776726
44,58.0,52.0,46.0,40.0,35.0,33.0,32.0,31.0,34.0,39.0,45.0,44.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,46.0,48.0,52.0,58.35289,55.394493,46.982746,41.08059,36.64315,33.72599,32.059875,31.987783,32.591793,38.956856,44.22113,46.325882,42.377335,43.373943,43.480156,43.946068,43.447453,44.024315,44.112293,45.931923,49.79815,52.615814
45,63.0,60.0,56.0,51.0,45.0,41.0,37.0,36.0,35.0,35.0,36.0,37.0,45.0,53.0,59.0,64.0,69.0,73.0,76.0,78.0,79.0,76.0,62.471245,59.408184,55.788483,50.081234,44.53447,40.04412,37.447144,35.42331,34.90153,35.320618,35.729767,37.158157,41.34154,52.061028,58.664917,64.10118,68.583176,72.333435,74.68188,76.28931,77.17045,77.42442
46,80.0,74.0,66.0,60.0,54.0,50.0,47.0,46.0,47.0,51.0,54.0,53.0,54.0,59.0,62.0,66.0,70.0,73.0,76.0,78.0,81.0,81.0,79.896904,73.60378,65.87324,58.35067,54.06146,49.69583,47.038517,45.591137,46.755566,49.558685,53.354492,52.086983,54.186348,57.92723,63.41902,66.056694,70.0686,73.11869,76.085495,79.50005,79.7636,81.396065
47,78.0,69.0,59.0,51.0,45.0,42.0,40.0,40.0,44.0,48.0,47.0,47.0,53.0,58.0,63.0,68.0,71.0,71.0,72.0,78.0,83.0,84.0,78.55352,70.38552,62.314556,51.577995,45.620518,41.62199,39.84282,40.013626,43.1595,47.876503,46.717415,46.732216,51.796585,59.233196,63.599,69.27853,72.70887,73.29376,70.74694,74.26385,82.552635,84.87485
48,82.0,77.0,69.0,62.0,58.0,54.0,52.0,52.0,55.0,57.0,55.0,56.0,61.0,65.0,70.0,75.0,78.0,81.0,84.0,88.0,89.0,90.0,81.36375,75.98551,68.86591,61.57498,56.5585,54.197544,51.395298,51.003494,53.521286,56.773132,54.871574,56.680405,61.505062,66.4261,69.4356,74.86085,79.316216,81.31668,84.55458,87.390495,90.38096,88.77796
49,78.0,69.0,60.0,51.0,46.0,45.0,42.0,42.0,45.0,49.0,47.0,48.0,53.0,57.0,63.0,69.0,76.0,80.0,83.0,87.0,90.0,90.0,77.57352,70.355286,62.45327,52.376045,45.96164,42.64318,43.14644,42.079124,45.16012,48.14402,47.965652,46.381935,51.566994,58.240276,61.74242,68.20956,74.03472,80.05036,82.59295,85.41636,88.846924,89.823784
50,78.0,69.0,60.0,52.0,47.0,43.0,41.0,41.0,45.0,48.0,47.0,50.0,54.0,60.0,65.0,70.0,74.0,78.0,83.0,87.0,88.0,89.0,77.94178,70.21451,61.964325,52.56167,46.716347,43.41421,41.08465,40.992195,43.643093,48.705715,46.86785,48.44781,55.321487,59.675064,66.46463,70.868614,75.05035,78.23269,82.65067,87.29652,89.42728,87.26614
51,79.0,72.0,65.0,58.0,54.0,50.0,47.0,45.0,45.0,45.0,45.0,51.0,58.0,64.0,70.0,75.0,79.0,84.0,87.0,89.0,90.0,87.0,78.963234,71.924225,66.0323,58.541374,52.740273,49.94239,47.478188,45.97787,45.404247,45.84083,44.35611,49.338436,59.213146,64.71644,70.62585,76.82516,79.647934,82.714836,87.824455,89.2034,89.75862,88.928505
52,85.0,77.0,68.0,61.0,56.0,53.0,51.0,51.0,54.0,57.0,55.0,56.0,59.0,61.0,66.0,70.0,73.0,76.0,75.0,78.0,81.0,84.0,84.84212,77.78165,69.407295,60.624115,55.705345,52.488308,50.843216,50.809998,53.416008,56.038082,54.672874,57.29122,61.062477,62.902386,63.37393,70.42458,73.35753,76.53373,79.37116,76.53123,80.761955,81.70023
53,84.0,78.0,72.0,65.0,61.0,57.0,55.0,53.0,53.0,53.0,52.0,60.0,70.0,75.0,81.0,86.0,89.0,92.0,92.0,93.0,95.0,93.0,83.68293,77.52868,69.7694,65.66476,60.35453,57.77908,54.69301,54.32412,53.23954,52.985058,52.760986,59.149246,68.915855,77.57018,81.00235,87.14864,89.820946,91.92917,94.75449,93.21827,93.940605,94.22939
54,86.0,79.0,71.0,62.0,57.0,52.0,49.0,50.0,52.0,54.0,55.0,59.0,65.0,71.0,76.0,74.0,74.0,73.0,78.0,86.0,91.0,92.0,85.02361,79.582794,71.65528,63.60203,57.015,53.071,49.51127,47.777817,53.08129,53.67063,53.395058,57.578358,63.887566,70.98317,77.66915,81.9941,74.94213,75.60894,75.08078,83.982376,89.55346,91.96043
55,76.0,70.0,64.0,59.0,55.0,52.0,51.0,51.0,53.0,54.0,53.0,56.0,60.0,66.0,75.0,83.0,89.0,91.0,93.0,89.0,86.0,82.0,77.091484,71.36505,64.278854,58.1086,54.73558,51.967117,50.31144,51.945496,53.30687,54.321045,54.157192,56.65427,60.488907,62.54596,71.53336,81.12052,85.96453,89.26952,90.127396,92.14121,85.76012,86.969475
56,95.0,90.0,81.0,75.0,69.0,65.0,62.0,61.0,63.0,63.0,63.0,70.0,77.0,85.0,93.0,99.0,104.0,107.0,109.0,108.0,105.0,101.0,95.10879,89.000565,84.17778,75.04229,69.839485,65.57076,62.564564,61.062355,62.248978,63.51367,61.987156,67.569496,77.1433,83.542625,92.433815,98.51887,102.08631,105.14825,106.02756,106.70588,106.30855,102.323265
57,77.0,74.0,67.0,61.0,56.0,53.0,51.0,51.0,53.0,53.0,54.0,59.0,67.0,75.0,83.0,90.0,96.0,101.0,105.0,107.0,108.0,110.0,76.096306,73.34907,68.75973,60.82817,56.28923,52.702156,50.627827,50.08368,52.602478,54.470943,53.179905,60.94953,65.81702,73.86373,81.823395,89.64681,93.85221,98.22433,102.91534,104.95496,104.967705,105.87035
58,89.0,85.0,80.0,75.0,69.0,65.0,64.0,63.0,63.0,62.0,62.0,68.0,74.0,81.0,89.0,95.0,99.0,103.0,105.0,106.0,103.0,102.0,90.47202,83.15855,78.13153,73.55991,70.53563,66.15978,62.89572,63.705826,63.810814,62.63444,61.370422,66.86408,74.5592,79.73607,88.75299,96.10912,100.249916,102.16413,104.887825,105.817604,106.11176,101.641106
59,84.0,79.0,71.0,64.0,59.0,55.0,53.0,53.0,55.0,55.0,55.0,60.0,68.0,76.0,84.0,91.0,97.0,100.0,103.0,106.0,102.0,98.0,83.11234,77.77899,71.28115,63.887596,58.988953,55.1855,52.3311,52.402584,55.67803,55.846542,54.058258,60.845676,68.031395,75.338585,82.896645,91.27365,94.538994,99.07618,99.25415,102.99178,104.71986,99.49958
60,100.0,92.0,83.0,76.0,70.0,67.0,64.0,62.0,64.0,63.0,61.0,66.0,73.0,82.0,89.0,96.0,97.0,81.0,70.0,74.0,75.0,77.0,97.97205,92.076164,83.61569,75.517265,70.28962,66.262,64.631966,63.413662,63.393093,64.84052,62.95007,66.66894,73.24771,79.267815,90.68174,96.02316,100.244774,95.23712,83.05933,84.562874,82.001465,73.09374
61,83.0,78.0,72.0,66.0,61.0,57.0,55.0,55.0,57.0,57.0,56.0,61.0,70.0,80.0,88.0,95.0,100.0,101.0,97.0,97.0,99.0,99.0,82.39644,78.55716,71.19218,65.67605,61.633286,57.900223,54.658287,54.114597,56.38668,57.6689,55.947155,60.349533,67.97505,77.264854,87.915535,93.63235,98.39016,100.87744,99.507484,91.153175,99.8624,98.489265
62,82.0,77.0,72.0,67.0,63.0,56.0,53.0,53.0,55.0,55.0,54.0,56.0,63.0,71.0,79.0,87.0,91.0,92.0,90.0,91.0,91.0,89.0,81.17883,76.9813,70.78165,66.53048,62.74678,59.657154,55.02365,51.581608,53.690147,56.42296,54.69235,57.949,61.791,70.74279,79.01243,85.46496,89.961464,89.584496,86.049385,81.03553,90.881584,92.83924
63,83.0,77.0,70.0,65.0,60.0,58.0,56.0,57.0,59.0,60.0,59.0,52.0,63.0,73.0,83.0,83.0,78.0,77.0,77.0,78.0,83.0,86.0,81.86501,78.03347,71.071495,63.383724,60.17977,56.396336,55.42981,55.365715,59.82479,58.729702,57.51291,61.95954,59.67028,70.15702,79.46326,88.96125,83.24214,77.0362,76.6265,78.26679,81.07723,84.93943
